id,externalId,skipped,status,label,content
ckyd738o604680l0p14e9adu9,63,False,LABELED,INTERFACE,"i've been using medium for a long time, greate platform. i always used medium with widgets on screen in my old android mobile phone and it worked well. but recently i have bought new phone samsung a32 and medium widget is not working on this one. it says like 'loading your stories...'. please fix this bug as soon as possible!!! i am not alone with this problem. some of my friends also faced this issue."
ckyd738o604690l0p9kwg0cql,64,False,LABELED,INTERFACE,i have paid for membership but it's still showing not a member. please solve this
ckyd738o7046a0l0pf06z8717,65,False,LABELED,INTERFACE,the app is glitching a lot. i can't see the number of claps on my stories and notifications are rarely getting updated. please fix this cuz the app is the only way to keep track of things while i'm on the move 
ckyd738o7046d0l0paaokb8is,68,False,LABELED,CONTENT,love reading medium very good writers
ckyd738o7046f0l0pfqbzd9u5,70,False,LABELED,INTERFACE,"terrible. can't open links properly from chrome, search is broken, wishlist delays, list of bugs and broken features goes on."
ckyd738o7046h0l0p4ei4fp1l,72,False,LABELED,USER_EXPERIENCE,this is the one supported self-improvement platform. 
ckyd738o7046m0l0p7j1h3sy0,77,False,LABELED,USER_EXPERIENCE,garbage app but it's the only way you can comment on the garbage articles
ckyd738o7046o0l0pe13i4h1c,79,False,LABELED,CONTENT,the best place for great up-to-date info and teams news
ckyd738o7046p0l0pgrq28yzj,80,False,LABELED,INTERFACE,doesn't work. doesn't load notifications. doesn't allow me to work on or reply to comments. diaster. and this on a bread new phone.
ckyd738o8046r0l0pgcwndkxi,82,False,LABELED,USER_EXPERIENCE,everytime i use the app i can't access any content
ckyd738o8046s0l0p6jga7k9q,83,False,LABELED,SUBSCRIPTION,not paying for news articles i can get for free on every search engine
ckyd738o9046w0l0p948483jb,87,False,LABELED,INTERFACE,"glitchy, can't log in."
ckyd738o9046x0l0p8ccbbamb,88,False,LABELED,INTERFACE,all of my stories went missing after the most recent update. i looked in my profile and can see only 3 published stories when i've published dozens. what the heck🤬
ckyd738o904700l0p1rnd5w8k,91,False,LABELED,SUBSCRIPTION,$5 per month to read sometimes very amateur content. no thank you
ckyd738o904710l0pf7ws5w5r,92,False,LABELED,SUBSCRIPTION,"let me get this straight, you have to pay to read content, most of which is free elsewhere online? medium take the profits while most writers get nothing...or a nominal cut if they're popular. i'd rather just go directly to their blogs and support the writers rather than some middle man."
ckyd738o904730l0p18i13ahu,94,False,LABELED,USER_EXPERIENCE,excellent mobile experience. i almost never read on desktop.
ckyd738o904780l0phpbk68hg,99,False,LABELED,INTERFACE,impossible to manage content after its posted. do better.
